9.000000000000000000e+00,8.530440000000000000e+05
1.000000000000000000e+01,1.278141000000000000e+06
1.100000000000000000e+01,1.387366000000000000e+06
1.200000000000000000e+01,1.304006000000000000e+06
1.300000000000000000e+01,1.133441000000000000e+06
1.400000000000000000e+01,9.372770000000000000e+05
1.500000000000000000e+01,7.489420000000000000e+05
1.600000000000000000e+01,5.871710000000000000e+05
1.700000000000000000e+01,4.511550000000000000e+05
1.800000000000000000e+01,3.411640000000000000e+05
1.900000000000000000e+01,2.578440000000000000e+05
2.000000000000000000e+01,1.927600000000000000e+05
2.100000000000000000e+01,1.423860000000000000e+05
2.200000000000000000e+01,1.050550000000000000e+05
2.300000000000000000e+01,7.728400000000000000e+04
2.400000000000000000e+01,5.649300000000000000e+04
2.500000000000000000e+01,4.122600000000000000e+04
2.600000000000000000e+01,2.959200000000000000e+04
2.700000000000000000e+01,2.152000000000000000e+04
2.800000000000000000e+01,1.544700000000000000e+04
2.900000000000000000e+01,1.111900000000000000e+04
3.000000000000000000e+01,7.951000000000000000e+03
3.100000000000000000e+01,5.670000000000000000e+03
3.200000000000000000e+01,4.023000000000000000e+03
3.300000000000000000e+01,2.928000000000000000e+03
3.400000000000000000e+01,2.135000000000000000e+03
3.500000000000000000e+01,1.401000000000000000e+03
3.600000000000000000e+01,1.025000000000000000e+03
3.700000000000000000e+01,6.880000000000000000e+02
3.800000000000000000e+01,5.210000000000000000e+02
3.900000000000000000e+01,3.970000000000000000e+02
4.000000000000000000e+01,2.330000000000000000e+02
4.100000000000000000e+01,1.790000000000000000e+02
4.200000000000000000e+01,1.380000000000000000e+02
4.300000000000000000e+01,8.400000000000000000e+01
4.400000000000000000e+01,6.200000000000000000e+01
4.500000000000000000e+01,5.100000000000000000e+01
4.600000000000000000e+01,2.700000000000000000e+01
4.700000000000000000e+01,1.200000000000000000e+01
4.800000000000000000e+01,1.200000000000000000e+01
4.900000000000000000e+01,9.000000000000000000e+00
5.000000000000000000e+01,8.000000000000000000e+00
5.100000000000000000e+01,2.000000000000000000e+00
5.200000000000000000e+01,1.000000000000000000e+00
5.300000000000000000e+01,2.000000000000000000e+00
5.400000000000000000e+01,2.000000000000000000e+00
5.500000000000000000e+01,2.000000000000000000e+00
5.600000000000000000e+01,1.000000000000000000e+00
5.700000000000000000e+01,1.000000000000000000e+00
5.800000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+01,1.000000000000000000e+00
